43.732191651,-79.265696324,Kennedy
43.750214795,-79.270907211,Lawrence East
43.767226149,-79.277314667,Ellesmere
43.770168391,-79.272482318,Midland
43.773844112,-79.257863157,Scarborough Centre
43.775512554,-79.251543390,McCowan
